------------------------------------ [ roc/MuonEff/muon_2016a.txt ] -----------------------------------------
Flavor   Set Member isMC  Type               Charge File                                                                            Key                 
Muon     1   -1     True  4:DLTLeg1          Plus   root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Plus.root                 sim_s0m0            
Muon     1   -1     False 4:DLTLeg1          Minus  root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Minus.root                data_s0m0           
Muon     1   -1     True  4:DLTLeg1          Minus  root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Minus.root                sim_s0m0            
Muon     1   -1     False 5:DLTLeg2          Plus   root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Plus.root                  data_s0m0           
Muon     1   -1     True  5:DLTLeg2          Plus   root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Plus.root                  sim_s0m0            
Muon     1   -1     False 5:DLTLeg2          Minus  root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Minus.root                 data_s0m0           
Muon     1   -1     True  5:DLTLeg2          Minus  root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Minus.root                 sim_s0m0            
Muon     2   0      False 1:ID               Plus   root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Plus.root                          data_s1m0           
Muon     2   1      False 1:ID               Plus   root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Plus.root                          data_s1m1           
Muon     2   0      True  1:ID               Plus   root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Plus.root                          sim_s1m0            
Muon     2   1      True  1:ID               Plus   root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Plus.root                          sim_s1m1            
Muon     2   0      False 1:ID               Minus  root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Minus.root                         data_s1m0           
Muon     2   1      False 1:ID               Minus  root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Minus.root                         data_s1m1           
Muon     2   0      True  1:ID               Minus  root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Minus.root                         sim_s1m0            
Muon     2   1      True  1:ID               Minus  root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Minus.root                         sim_s1m1            
Muon     2   0      False 2:SLT1             Plus   root/MuonEff/muon_2016b/IsoMu24_MediumID_LooseTrkIso_Plus.root                  data_s1m0           
Muon     2   1      False 2:SLT1             Plus   root/MuonEff/muon_2016b/IsoMu24_MediumID_LooseTrkIso_Plus.root                  data_s1m1           
Muon     2   0      True  2:SLT1             Plus   root/MuonEff/muon_2016b/IsoMu24_MediumID_LooseTrkIso_Plus.root                  sim_s1m0            
Muon     2   1      True  2:SLT1             Plus   root/MuonEff/muon_2016b/IsoMu24_MediumID_LooseTrkIso_Plus.root                  sim_s1m1            
Muon     2   0      False 2:SLT1             Minus  root/MuonEff/muon_2016b/IsoMu24_MediumID_LooseTrkIso_Minus.root                 data_s1m0           
Muon     2   1      False 2:SLT1             Minus  root/MuonEff/muon_2016b/IsoMu24_MediumID_LooseTrkIso_Minus.root                 data_s1m1           
Muon     2   0      True  2:SLT1             Minus  root/MuonEff/muon_2016b/IsoMu24_MediumID_LooseTrkIso_Minus.root                 sim_s1m0            
Muon     2   1      True  2:SLT1             Minus  root/MuonEff/muon_2016b/IsoMu24_MediumID_LooseTrkIso_Minus.root                 sim_s1m1            
Muon     2   0      False 4:DLTLeg1          Plus   root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Plus.root                 data_s1m0           
Muon     2   1      False 4:DLTLeg1          Plus   root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Plus.root                 data_s1m1           
Muon     2   0      True  4:DLTLeg1          Plus   root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Plus.root                 sim_s1m0            
Muon     2   1      True  4:DLTLeg1          Plus   root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Plus.root                 sim_s1m1            
Muon     2   0      False 4:DLTLeg1          Minus  root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Minus.root                data_s1m0           
Muon     2   1      False 4:DLTLeg1          Minus  root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Minus.root                data_s1m1           
Muon     2   0      True  4:DLTLeg1          Minus  root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Minus.root                sim_s1m0            
Muon     2   1      True  4:DLTLeg1          Minus  root/MuonEff/muon_2016b/Mu17Leg1_MediumID_LooseTrkIso_Minus.root                sim_s1m1            
Muon     2   0      False 5:DLTLeg2          Plus   root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Plus.root                  data_s1m0           
Muon     2   1      False 5:DLTLeg2          Plus   root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Plus.root                  data_s1m1           
Muon     2   0      True  5:DLTLeg2          Plus   root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Plus.root                  sim_s1m0            
Muon     2   1      True  5:DLTLeg2          Plus   root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Plus.root                  sim_s1m1            
Muon     2   0      False 5:DLTLeg2          Minus  root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Minus.root                 data_s1m0           
Muon     2   1      False 5:DLTLeg2          Minus  root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Minus.root                 data_s1m1           
Muon     2   0      True  5:DLTLeg2          Minus  root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Minus.root                 sim_s1m0            
Muon     2   1      True  5:DLTLeg2          Minus  root/MuonEff/muon_2016b/Mu8Leg2_MediumID_LooseTrkIso_Minus.root                 sim_s1m1            
Muon     3   0      False 1:ID               Plus   root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Plus.root                          data_s2m0           
Muon     3   1      False 1:ID               Plus   root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Plus.root                          data_s2m1           
Muon     3   0      True  1:ID               Plus   root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Plus.root                          sim_s2m0            
Muon     3   1      True  1:ID               Plus   root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Plus.root                          sim_s2m1            
Muon     3   0      False 1:ID               Minus  root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Minus.root                         data_s2m0           
Muon     3   1      False 1:ID               Minus  root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Minus.root                         data_s2m1           
Muon     3   0      True  1:ID               Minus  root/MuonEff/muon_2016b/MediumID_LooseTrkIso_Minus.root                         sim_s2m0            
